"var","yhat","yhat_scale","cluster","var_name","yhat_scale_2"
"1",60,0.3701119101243,0,"Cluster_1","KARAKTER_UDD_HS",0
"2",61,0.3701119101243,0,"Cluster_1","KARAKTER_UDD_HS",0
"3",62,0.3701119101243,0,"Cluster_1","KARAKTER_UDD_HS",0
"4",63,0.3701119101243,0,"Cluster_1","KARAKTER_UDD_HS",0
"5",64,0.3701119101243,0,"Cluster_1","KARAKTER_UDD_HS",0
"6",65,0.3701119101243,0,"Cluster_1","KARAKTER_UDD_HS",0
"7",66,0.3701119101243,0,"Cluster_1","KARAKTER_UDD_HS",0
"8",67,0.3701119101243,0,"Cluster_1","KARAKTER_UDD_HS",0
"9",68,0.3701119101243,0,"Cluster_1","KARAKTER_UDD_HS",0
"10",69,0.3701119101243,0,"Cluster_1","KARAKTER_UDD_HS",0
"11",70,0.3701119101243,0,"Cluster_1","KARAKTER_UDD_HS",0
"12",71,0.3701119101243,0,"Cluster_1","KARAKTER_UDD_HS",0
"13",72,0.3701119101243,0,"Cluster_1","KARAKTER_UDD_HS",0
"14",73,0.3701119101243,0,"Cluster_1","KARAKTER_UDD_HS",0
"15",74,0.3701119101243,0,"Cluster_1","KARAKTER_UDD_HS",0
"16",75,0.372435831477072,0.0023239213527711,"Cluster_1","KARAKTER_UDD_HS",0.740597540132157
"17",76,0.372435831477072,0.0023239213527711,"Cluster_1","KARAKTER_UDD_HS",0.740597540132157
"18",77,0.372435831477072,0.0023239213527711,"Cluster_1","KARAKTER_UDD_HS",0.740597540132157
"19",78,0.372435831477072,0.0023239213527711,"Cluster_1","KARAKTER_UDD_HS",0.740597540132157
"20",79,0.373249810572034,0.0031379004477336,"Cluster_1","KARAKTER_UDD_HS",1
"21",80,0.370813991090868,0.000702080966567264,"Cluster_1","KARAKTER_UDD_HS",0.223742269157823
"22",81,0.370839426609991,0.000727516485690971,"Cluster_1","KARAKTER_UDD_HS",0.231848172945204
"23",82,0.370839426609991,0.000727516485690971,"Cluster_1","KARAKTER_UDD_HS",0.231848172945204
"24",84,0.37088919513101,0.000777285006709871,"Cluster_1","KARAKTER_UDD_HS",0.247708625450906
"25",85,0.371177974932154,0.0010660648078531,"Cluster_1","KARAKTER_UDD_HS",0.339738250339675
"26",86,0.371177974932154,0.0010660648078531,"Cluster_1","KARAKTER_UDD_HS",0.339738250339675
"27",87,0.371177974932154,0.0010660648078531,"Cluster_1","KARAKTER_UDD_HS",0.339738250339675
"28",88,0.371297782196217,0.00118587207191684,"Cluster_1","KARAKTER_UDD_HS",0.377918959402729
"29",89,0.371432202523685,0.00132029239938408,"Cluster_1","KARAKTER_UDD_HS",0.420756624174513
"30",90,0.371432202523685,0.00132029239938408,"Cluster_1","KARAKTER_UDD_HS",0.420756624174513
"31",91,0.371432202523685,0.00132029239938408,"Cluster_1","KARAKTER_UDD_HS",0.420756624174513
"32",92,0.371432202523685,0.00132029239938408,"Cluster_1","KARAKTER_UDD_HS",0.420756624174513
"33",93,0.371432202523685,0.00132029239938408,"Cluster_1","KARAKTER_UDD_HS",0.420756624174513
"34",94,0.371432202523685,0.00132029239938408,"Cluster_1","KARAKTER_UDD_HS",0.420756624174513
"35",95,0.371432202523685,0.00132029239938408,"Cluster_1","KARAKTER_UDD_HS",0.420756624174513
"36",96,0.371432202523685,0.00132029239938408,"Cluster_1","KARAKTER_UDD_HS",0.420756624174513
"37",97,0.371432202523685,0.00132029239938408,"Cluster_1","KARAKTER_UDD_HS",0.420756624174513
"38",98,0.371432202523685,0.00132029239938408,"Cluster_1","KARAKTER_UDD_HS",0.420756624174513
"39",99,0.371432202523685,0.00132029239938408,"Cluster_1","KARAKTER_UDD_HS",0.420756624174513
"40",100,0.371432202523685,0.00132029239938408,"Cluster_1","KARAKTER_UDD_HS",0.420756624174513
"41",101,0.371432202523685,0.00132029239938408,"Cluster_1","KARAKTER_UDD_HS",0.420756624174513
"42",102,0.371432202523685,0.00132029239938408,"Cluster_1","KARAKTER_UDD_HS",0.420756624174513
"43",103,0.371432202523685,0.00132029239938408,"Cluster_1","KARAKTER_UDD_HS",0.420756624174513
"44",104,0.371432202523685,0.00132029239938408,"Cluster_1","KARAKTER_UDD_HS",0.420756624174513
