"var","yhat","yhat_scale","cluster","var_name","yhat_scale_2"
"70",29.4666666666667,0.187920384782728,0.00204384878576405,"Cluster_3","age_at_grad",1
"71",30.5333333333333,0.187920384782728,0.00204384878576405,"Cluster_3","age_at_grad",1
"72",31.6,0.187920384782728,0.00204384878576405,"Cluster_3","age_at_grad",1
"73",32.6666666666667,0.187920384782728,0.00204384878576405,"Cluster_3","age_at_grad",1
"74",33.7333333333333,0.187920384782728,0.00204384878576405,"Cluster_3","age_at_grad",1
"75",34.8,0.187920384782728,0.00204384878576405,"Cluster_3","age_at_grad",1
"76",35.8666666666667,0.187920384782728,0.00204384878576405,"Cluster_3","age_at_grad",1
"77",36.9333333333333,0.187920384782728,0.00204384878576405,"Cluster_3","age_at_grad",1
"78",38,0.187920384782728,0.00204384878576405,"Cluster_3","age_at_grad",1
"79",39.0666666666667,0.187920384782728,0.00204384878576405,"Cluster_3","age_at_grad",1
"80",40.1333333333333,0.187920384782728,0.00204384878576405,"Cluster_3","age_at_grad",1
"81",41.2,0.187920384782728,0.00204384878576405,"Cluster_3","age_at_grad",1
"82",42.2666666666667,0.187920384782728,0.00204384878576405,"Cluster_3","age_at_grad",1
"83",43.3333333333333,0.187920384782728,0.00204384878576405,"Cluster_3","age_at_grad",1
"84",44.4,0.187920384782728,0.00204384878576405,"Cluster_3","age_at_grad",1
"85",45.4666666666667,0.187920384782728,0.00204384878576405,"Cluster_3","age_at_grad",1
"86",46.5333333333333,0.187920384782728,0.00204384878576405,"Cluster_3","age_at_grad",1
"87",47.6,0.187920384782728,0.00204384878576405,"Cluster_3","age_at_grad",1
"88",48.6666666666667,0.187920384782728,0.00204384878576405,"Cluster_3","age_at_grad",1
"89",49.7333333333333,0.187920384782728,0.00204384878576405,"Cluster_3","age_at_grad",1
"90",50.8,0.187920384782728,0.00204384878576405,"Cluster_3","age_at_grad",1
"91",51.8666666666667,0.187920384782728,0.00204384878576405,"Cluster_3","age_at_grad",1
"92",52.9333333333333,0.187920384782728,0.00204384878576405,"Cluster_3","age_at_grad",1
"93",54,0.187920384782728,0.00204384878576405,"Cluster_3","age_at_grad",1
"94",22,0.222785172908714,0.00379299477768993,"Cluster_4","age_at_grad",1
"95",23.0666666666667,0.222785172908714,0.00379299477768993,"Cluster_4","age_at_grad",1
"96",24.1333333333333,0.222785172908714,0.00379299477768993,"Cluster_4","age_at_grad",1
"97",25.2,0.222785172908714,0.00379299477768993,"Cluster_4","age_at_grad",1
"98",26.2666666666667,0.218992178131024,0,"Cluster_4","age_at_grad",0
"99",27.3333333333333,0.218992178131024,0,"Cluster_4","age_at_grad",0
"100",28.4,0.218992178131024,0,"Cluster_4","age_at_grad",0
"101",29.4666666666667,0.218992178131024,0,"Cluster_4","age_at_grad",0
"102",30.5333333333333,0.218992178131024,0,"Cluster_4","age_at_grad",0
"103",31.6,0.218992178131024,0,"Cluster_4","age_at_grad",0
"104",32.6666666666667,0.218992178131024,0,"Cluster_4","age_at_grad",0
"105",33.7333333333333,0.218992178131024,0,"Cluster_4","age_at_grad",0
"106",34.8,0.218992178131024,0,"Cluster_4","age_at_grad",0
"107",35.8666666666667,0.218992178131024,0,"Cluster_4","age_at_grad",0
"108",36.9333333333333,0.218992178131024,0,"Cluster_4","age_at_grad",0
"109",38,0.218992178131024,0,"Cluster_4","age_at_grad",0
"110",39.0666666666667,0.218992178131024,0,"Cluster_4","age_at_grad",0
"111",40.1333333333333,0.218992178131024,0,"Cluster_4","age_at_grad",0
"112",41.2,0.218992178131024,0,"Cluster_4","age_at_grad",0
"113",42.2666666666667,0.218992178131024,0,"Cluster_4","age_at_grad",0
"114",43.3333333333333,0.218992178131024,0,"Cluster_4","age_at_grad",0
"115",44.4,0.218992178131024,0,"Cluster_4","age_at_grad",0
"116",45.4666666666667,0.218992178131024,0,"Cluster_4","age_at_grad",0
"117",46.5333333333333,0.218992178131024,0,"Cluster_4","age_at_grad",0
"118",47.6,0.218992178131024,0,"Cluster_4","age_at_grad",0
"119",48.6666666666667,0.218992178131024,0,"Cluster_4","age_at_grad",0
"120",49.7333333333333,0.218992178131024,0,"Cluster_4","age_at_grad",0
"121",50.8,0.218992178131024,0,"Cluster_4","age_at_grad",0
"122",51.8666666666667,0.218992178131024,0,"Cluster_4","age_at_grad",0
"123",52.9333333333333,0.218992178131024,0,"Cluster_4","age_at_grad",0
"124",54,0.218992178131024,0,"Cluster_4","age_at_grad",0
