"var","var2","yhat","yhat_scale","cluster","var_name_x","var_name_y","yhat_scale_2"
"177","2 Storbykommune",96,0.370893937077713,0.012389189748824,"Cluster_1","muni_type","KARAKTER_UDD_HS",0.4915900894583
"178","3 Provinsbykommune",96,0.371020496900687,0.0125157495717983,"Cluster_1","muni_type","KARAKTER_UDD_HS",0.496611850845374
"179","4 Oplandskommune",96,0.380667554533339,0.0221628072044502,"Cluster_1","muni_type","KARAKTER_UDD_HS",0.879397006355232
"180","5 Landkommune",96,0.379373952450999,0.0208692051221097,"Cluster_1","muni_type","KARAKTER_UDD_HS",0.828068228907008
"181","1 Hovedstadskommune",97,0.371937109334098,0.013432362005209,"Cluster_1","muni_type","KARAKTER_UDD_HS",0.532982073376005
"182","2 Storbykommune",97,0.370893937077713,0.012389189748824,"Cluster_1","muni_type","KARAKTER_UDD_HS",0.4915900894583
"183","3 Provinsbykommune",97,0.371020496900687,0.0125157495717983,"Cluster_1","muni_type","KARAKTER_UDD_HS",0.496611850845374
"184","4 Oplandskommune",97,0.380667554533339,0.0221628072044502,"Cluster_1","muni_type","KARAKTER_UDD_HS",0.879397006355232
"185","5 Landkommune",97,0.379373952450999,0.0208692051221097,"Cluster_1","muni_type","KARAKTER_UDD_HS",0.828068228907008
"186","1 Hovedstadskommune",98,0.371937109334098,0.013432362005209,"Cluster_1","muni_type","KARAKTER_UDD_HS",0.532982073376005
"187","2 Storbykommune",98,0.370893937077713,0.012389189748824,"Cluster_1","muni_type","KARAKTER_UDD_HS",0.4915900894583
"188","3 Provinsbykommune",98,0.371020496900687,0.0125157495717983,"Cluster_1","muni_type","KARAKTER_UDD_HS",0.496611850845374
"189","4 Oplandskommune",98,0.380667554533339,0.0221628072044502,"Cluster_1","muni_type","KARAKTER_UDD_HS",0.879397006355232
"190","5 Landkommune",98,0.379373952450999,0.0208692051221097,"Cluster_1","muni_type","KARAKTER_UDD_HS",0.828068228907008
"191","1 Hovedstadskommune",99,0.371937109334098,0.013432362005209,"Cluster_1","muni_type","KARAKTER_UDD_HS",0.532982073376005
"192","2 Storbykommune",99,0.370893937077713,0.012389189748824,"Cluster_1","muni_type","KARAKTER_UDD_HS",0.4915900894583
"193","3 Provinsbykommune",99,0.371020496900687,0.0125157495717983,"Cluster_1","muni_type","KARAKTER_UDD_HS",0.496611850845374
"194","4 Oplandskommune",99,0.380667554533339,0.0221628072044502,"Cluster_1","muni_type","KARAKTER_UDD_HS",0.879397006355232
"195","5 Landkommune",99,0.379373952450999,0.0208692051221097,"Cluster_1","muni_type","KARAKTER_UDD_HS",0.828068228907008
"196","1 Hovedstadskommune",100,0.371937109334098,0.013432362005209,"Cluster_1","muni_type","KARAKTER_UDD_HS",0.532982073376005
"197","2 Storbykommune",100,0.370893937077713,0.012389189748824,"Cluster_1","muni_type","KARAKTER_UDD_HS",0.4915900894583
"198","3 Provinsbykommune",100,0.371020496900687,0.0125157495717983,"Cluster_1","muni_type","KARAKTER_UDD_HS",0.496611850845374
"199","4 Oplandskommune",100,0.380667554533339,0.0221628072044502,"Cluster_1","muni_type","KARAKTER_UDD_HS",0.879397006355232
"200","5 Landkommune",100,0.379373952450999,0.0208692051221097,"Cluster_1","muni_type","KARAKTER_UDD_HS",0.828068228907008
"201","1 Hovedstadskommune",101,0.371937109334098,0.013432362005209,"Cluster_1","muni_type","KARAKTER_UDD_HS",0.532982073376005
"202","2 Storbykommune",101,0.370893937077713,0.012389189748824,"Cluster_1","muni_type","KARAKTER_UDD_HS",0.4915900894583
"203","3 Provinsbykommune",101,0.371020496900687,0.0125157495717983,"Cluster_1","muni_type","KARAKTER_UDD_HS",0.496611850845374
"204","4 Oplandskommune",101,0.380667554533339,0.0221628072044502,"Cluster_1","muni_type","KARAKTER_UDD_HS",0.879397006355232
"205","5 Landkommune",101,0.379373952450999,0.0208692051221097,"Cluster_1","muni_type","KARAKTER_UDD_HS",0.828068228907008
"206","1 Hovedstadskommune",102,0.371937109334098,0.013432362005209,"Cluster_1","muni_type","KARAKTER_UDD_HS",0.532982073376005
"207","2 Storbykommune",102,0.370893937077713,0.012389189748824,"Cluster_1","muni_type","KARAKTER_UDD_HS",0.4915900894583
"208","3 Provinsbykommune",102,0.371020496900687,0.0125157495717983,"Cluster_1","muni_type","KARAKTER_UDD_HS",0.496611850845374
"209","4 Oplandskommune",102,0.380667554533339,0.0221628072044502,"Cluster_1","muni_type","KARAKTER_UDD_HS",0.879397006355232
